No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number
354,sistema para combater o ressecamento de tinta em canetas esferográficas,EDILSON SOUSA COELHO [BR],EDILSON SOUSA COELHO [BR],BR102019014135A2,2019-07-08,"B41J11/00 
B41J11/46","B41J11/002 (BR) 
B41J11/008 (BR) 
B41J11/46 (BR)",2021-01-19,2021-01-19,74504372
355,dispositivo rotativo auxiliar para lavagem de louças,"ALEXANDRE DORNELAS MARÇAL [BR] 
RAQUEL DA SILVA FRANCISCO DE OLIVEIRA [BR] 
ROGÉRIO DA SILVA ROSA [BR] 
SUENE OLIVEIRA MENDES [BR]","ALEXANDRE DORNELAS MARCAL [BR] 
RAQUEL DA SILVA FRANCISCO DE OLIVEIRA [BR] 
ROGERIO DA SILVA ROSA [BR] 
SUENE OLIVEIRA MENDES [BR]",BR202019013629U2,2019-06-28,"A46B13/00 
A46B13/02 
A46B7/10 
B01F15/00","B01F15/00045 (BR) 
A46B13/001 (BR) 
A46B13/02 (BR) 
A46B7/10 (BR)",2021-01-12,2021-01-12,74502109
356,método de processamento de subprodutos frigoríficos para transformar em petisco para cães e gatos,SHEILA BARONCELLO [BR],CIBI SANI ALIMENTOS PETS LTDA [BR],BR102019014823A2,2019-07-18,"A23K10/20 
A23K30/20 
A23K50/40","A23K10/20 (BR) 
A23K30/20 (BR) 
A23K50/40 (BR)",2021-01-26,2021-01-26,74504648
357,uso de composto derivado de pirimidobenzimidazol,"GUIDO LENZ [BR] 
JÉSSICA GONÇALVES AZEVEDO [BR] 
MÁRCIA ROSÂNGELA WINK [BR] 
NILO ZANATTA [BR] 
SIMONE SCHNEIDER AMARAL [BR]","FUNDACAO UNIV FEDERAL DE CIENCIAS DA SAUDE DE PORTO ALEGRE [BR] 
UNIV FEDEERAL DE SANTA MARIA UFSM [BR] 
UNIV FEDERAL DO RIO GRANDE DO SUL UFRGS [BR]",BR102019013454A2,2019-06-27,"A61K31/519 
A61P35/00 
C07D487/04",,2021-01-05,2021-01-05,74502006
358,mecanismo de trava automática de contêiner,CARLOS EVARISTO PAULINO [BR],CARLOS EVARISTO PAULINO [BR],BR102019014460A2,2019-07-12,"B60P7/00 
B60P7/13 
B65D90/00 
B65D90/12","B60P7/00 (EP) 
B60P7/13 (EP) 
B65D90/00 (EP) 
B65D90/12 (EP)",2021-01-19,2021-01-19,74209668
359,caixa de mancal ajustável,RUAN ARAUJO BELIZARIO [BR],RUAN ARAUJO BELIZARIO [BR],BR102019014721A2,2019-07-17,B60B35/18,"B60B35/18 (EP) 
F16C35/00 (EP)",2021-01-26,2021-01-21,74209619
360,sistema de geração distribuída fotovoltaico com armazenamento de energia integrado a um condicionador unificado de qualidade de energia monofásico-trifásico,"GUILHERME MASQUETTI PELZ [BR] 
LEONARDO POLTRONIERI SAMPAIO [BR] 
SÉRGIO AUGUSTO OLIVEIRA DA SILVA [BR]",UNIV PARANA TECNOLOGICA FEDERAL [BR],BR102019013092A2,2019-06-24,"H02J3/01 
H02S10/20","Y02E10/50 (EP) 
Y02E40/40 (EP) 
Y02E70/30 (EP)",2021-01-05,2021-01-05,74214934
361,medicamento oral para tratar lipedema,"ALEXANDRE CAMPOS MORAES AMATO [BR] 
DANIEL AUGUSTO BENITTI [BR]","ALEXANDRE CAMPOS MORAES AMATO [BR] 
DANIEL AUGUSTO BENITTI [BR]",BR102019014449A2,2019-07-12,"A61K31/047 
A61K31/122 
A61K31/366 
A61K31/375 
A61K31/4525 
A61K31/4745 
A61K33/04 
A61K36/42 
A61K36/75 
A61K36/9066 
A61K38/48 
A61P5/00","A61K31/015 (EP) 
A61K31/047 (EP) 
A61K31/05 (EP) 
A61K31/09 (EP) 
A61K31/122 (EP) 
A61K31/352 (EP) 
A61K31/353 (EP) 
A61K31/366 (EP) 
A61K31/375 (EP) 
A61K31/4453 (EP) 
A61K31/4525 (EP) 
A61K31/4745 (EP) 
A61K33/04 (EP) 
A61K36/42 (EP) 
A61K36/75 (EP) 
A61K36/752 (EP) 
A61K36/88 (EP) 
A61K36/9066 (EP) 
A61K38/04 (EP) 
A61K38/48 (EP) 
A61P3/00 (EP) 
A61P3/04 (EP) 
A61P5/00 (EP)",2021-01-19,2021-01-19,74209630
362,"carrinho de transporte para coleta e descarte de materias perfuro-cortantes, de risco biológico e lixo hospitalar",JECONIAS LOPES PAULINO [BR],JLP ACO INOX LTDA [BR],BR202019013333U2,2019-06-26,B62B3/06,B62B3/0606 (BR),2021-01-05,2021-01-05,74502039
363,pneu com camada magnética,ALLAN CARLOS FRILLMANN [BR],ALLAN CARLOS FRILLMANN [BR],BR102019013344A2,2019-06-27,"B60C19/00 
B60C9/00",,2021-01-05,2021-01-05,74501975
364,ciclone com turbinas para colheitadeira de sementes de capim ou congênere,"CAMILA POMBEIRO SPONCHIADO [BR] 
JOSÉ RUIZ SANSÃO [BR] 
JOÃO PEDRO SANSÃO BUZZATTO [BR]","CAMILA POMBEIRO SPONCHIADO [BR] 
JOAO PEDRO SANSAO BUZZATTO [BR] 
JOSE RUIZ SANSAO [BR]",BR102019013372A2,2019-06-27,"A01D63/00 
B01D45/12 
B04C5/02",,2021-01-05,2021-01-05,74501999
365,"biocompósito, uso da fibra da casca de daphnopsis racemosa griseb, processo de obtenção do biocompósito e uso do biocompósito","ADRIANA DA SILVA MOURA [BR] 
RAFAEL GHESLA SILVESTRIM [BR] 
RUTH MARLENE CAMPOMANES SANTANA [BR]",UNIV FEDERAL RIO GRANDE SUL [BR],BR102019013327A2,2019-06-26,"B27N3/04 
B29B7/12 
B29B7/92 
C08J3/20 
C08J5/06","B27N3/04 (BR) 
B29B7/92 (BR) 
C08J3/201 (BR) 
C08J5/06 (BR) 
B29B7/12 (BR) 
C08L2201/06 (BR) 
C08L2205/16 (BR)",2021-01-05,2021-01-05,74501974
366,processo baseado em rfid para dissuasão de roubo de cargas de produtos eletrônicos,"AGEMILSON PIMENTEL DA SILVA [BR] 
AGUINALDO DA SILVA [BR] 
ALLAN ROBERTO AMORIM DA SILVA [BR] 
CAIO FELIPE SOARES DA CRUZ [BR] 
JEFERSON BENTES DA COSTA [BR] 
JOSE EDUARDO LIMA FERNANDES [BR] 
ROMULO DE SOUZA FABRICIO JUNIOR [BR] 
XIANPAN CHEN [BR]",ENVISION IND DE PRODUTOS ELETRONICOS LTDA [BR],BR102019013991A2,2019-07-05,"G06K17/00 
G06Q10/08 
G07C9/00","G06K17/00 (BR) 
G06Q10/08 (BR) 
G07C9/00 (BR)",2021-01-19,2021-01-19,74504345
367,sistema pneumático de dosagem e distribuição de sementes,ASSIS STRASSER [BR],GTS DO BRASIL LTDA [BR],BR102019014213A2,2019-07-09,A01C7/08,A01C7/081 (BR),2021-01-19,2021-01-19,74504405
368,sistema e método para diagnóstico de arritmias cardíacas,"ALINE CRISTIANE DE CARVALHO LEMOS [BR] 
CARLOS TADEU BASSI [BR]",QUORETECH S A [BR],BR102020007000A2,2020-04-08,A61B5/00,A61B5/00 (BR),2021-01-19,2021-01-19,74504410
369,"material composto à base de polímero termofixo epoxídico reforçado com tecido de fibra natural de fique, processo produtivo e uso em blindagem balística",SERGIO NEVES MONTEIRO [BR],"LUCIO FABIO CASSIANO NASCIMENTO [BR] 
MICHELLE SOUZA OLIVEIRA [BR] 
SERGIO NEVES MONTEIRO [BR]",BR102019014519A2,2019-07-13,"B29B11/00 
B32B13/14 
B32B15/00 
B32B5/00 
B32B5/02 
C08F283/00 
C08J5/04","B32B5/02 (BR) 
B29B11/00 (BR) 
B32B13/14 (BR) 
B32B15/00 (BR) 
B32B5/00 (BR) 
C08F283/00 (BR) 
C08J5/04 (BR)",2021-01-19,2021-01-19,74504377
370,dispositivo curvatura c,KELLY SCHWINDEN DE FREITAS GARCIA [BR],KELLY SCHWINDEN DE FREITAS GARCIA [BR],BR202020017147U2,2020-08-21,A45D29/06,A45D29/06 (BR),2021-01-19,2021-01-19,74504438
371,coleira com rfid e código qr para identificação de animais,JOSÉ DONIZETI CARDOZO [BR],JOSE DONIZETI CARDOZO [BR],BR202019014695U2,2019-07-17,"A01K15/02 
H04W4/70","A01K15/023 (BR) 
H04W4/70 (BR)",2021-01-26,2021-01-26,74504662
372,processo de formulação de matriz polimérica composta por alginato e amido com propriedade encapsulante de células bacterianas para uso em biorremediação,"CARLA JAQUELINE SILVA SAMPAIO [BR] 
CRISTINA MARIA ASSIS LOPES TAVARES DA MATA HERMIDA QUINTELLA [BR] 
GILSON CORREIA DE CARVALHO [BR] 
JOSÉ ROBERTO BISPO DE SOUZA [BR] 
MILTON RICARDO DE ABREU ROQUE [BR] 
TATIANA OLIVEIRA DO VALE [BR]","CARLA JAQUELINE SILVA SAMPAIO [BR] 
CRISTINA MARIA ASSIS LOPES TAVARES DA MATA HERMIDA QUINTELLA [BR] 
GILSON CORREIA DE CARVALHO [BR] 
JOSE ROBERTO BISPO DE SOUZA [BR] 
MILTON RICARDO DE ABREU ROQUE [BR] 
TATIANA OLIVEIRA DO VALE [BR]",BR102019013058A2,2019-06-24,"C02F11/02 
C08B31/00 
C08F2/16 
C08J5/24 
C08K3/36 
C12N11/10",,2021-01-05,2021-01-05,74214929
373,composto supressor de poeiras,RAIMUNDO DOMINGOS FILHO [BR],SUN PRODUTOS QUIM LTDA [BR],BR102019013229A2,2019-06-26,C09K3/22,C09K3/22 (BR),2021-01-05,2021-01-05,74214948
374,fertilizante organomineral ? fertilizante com micronutrientes,MÁRIO LETTIERI TEIXEIRA [BR],INST FEDERAL CATARINENSE [BR],BR102019014868A2,2019-07-18,"C05D1/04 
C05F1/00 
C05F11/00 
C05F3/00 
C05G1/00","C05D1/04 (BR) 
C05F1/005 (BR) 
C05F3/00 (BR) 
C05G1/00 (BR) 
C05F11/00 (BR) 
Y02A40/20 (EP)",2021-01-26,2021-01-26,74504615
375,sistema de coberturas de rotores axiais de uma colhedora agrícola de grãos,MARCELO CARPENEDO [BR],"AGCO DO BRASIL COMERCIO E IND LTDA [BR] 
AGCO DO BRASIL MAQU E EQUIPAMENTOS AGRICOLAS LTDA [BR] 
AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA [BR]",BR202013030005Y1,2013-11-22,"A01D41/00 
A01F12/39",,2021-01-19,2021-01-19,74504447
376,processo de fabricação de produtos orgânicos e organominerais sólidos e líquidos,LUIZ CARLOS TEIXEIRA [BR],BIOVIDA IND COMERCIO DE INSUMOS LTDA [BR],BR102019014151A2,2019-07-08,"C05F11/00 
C05G3/00",C05F11/00 (BR),2021-01-19,2021-01-19,74504376
377,elemento de vedação aplicado em cobertura de telhados,ADILSON REIMER [BR],AMPLAST COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA [BR],BR202019014782U2,2019-07-18,E04D1/30,"E04D1/30 (BR) 
E04D2001/306 (BR)",2021-01-26,2021-01-26,74504642
378,laminado estruturado,SERGIO OSVALDO PEREYRA [BR],CIPATEX IMPREGNADORA DE PAPEIS E TECIDOS LTDA [BR],BR202019013530U2,2019-06-28,"B32B27/26 
E04B1/90 
E04C2/292 
E04D3/35","E04C2/292 (BR) 
B32B27/26 (BR) 
E04B1/90 (BR) 
E04D3/352 (BR)",2021-01-12,2021-01-12,74502107
379,aparelho para dispersão de componentes incapacitantes e/ou alterações sensoriais integrado ou não a sistemas de segurança de bens patrimoniais móveis e/ou imóveis,"ADELMO MASETTI FILHO [BR] 
ARMANDO JOSÉ LEMOS [BR] 
ARMANDO LEMOS [BR]","ARMANDO JOSE LEMOS [BR] 
ARMANDO LEMOS [BR]",BR202017027257Y1,2017-12-18,C06D7/00,C06D7/00 (BR),2021-01-19,2021-01-19,74504452
380,"sistema tensoativo, composição de filtro solar, uso de sistema tensoativo, uso de composição de filtro solar e processo de fabricação da composição de filtro solar","ANGELES CLARA FONOLLA-MORENO [BR] 
BRUNA RODRIGUES SALOMAO [BR] 
LUDMILA PONS CAMARGO [BR] 
TASSIA HANASHIRO [BR]",OREAL [FR],BR112020019792A2,2018-06-28,"A61K8/06 
A61K8/36 
A61K8/37 
A61K8/42 
A61K8/46 
A61K8/55 
A61K8/86 
A61Q17/04","A61K8/062 (EP) 
A61K8/361 (EP) 
A61K8/375 (EP) 
A61K8/42 (EP) 
A61K8/466 (EP) 
A61K8/55 (EP) 
A61K8/86 (EP) 
A61Q17/04 (EP) 
A61K2800/596 (EP) 
A61K2800/621 (EP) 
A61K2800/651 (EP)",2021-01-05,2020-01-02,62873105
381,processo de obtenção de inseticida microbiológico a partir de fermentação líquida em fermentadores de metarhizium anisopliae e produto resultante para controle de cigarrinha das pastagens e cigarrinha das raízes nas culturas agrícolas.,MARCELO DE GODOY OLIVEIRA [BR],MARCELO DE GODOY OLIVEIRA [BR],BR102019013776A2,2019-07-03,A01P7/04,,2021-01-12,2021-01-12,74502080
382,disposição construtiva aplicada em aquecedor vaporizador tipo caldeira tubular,HÉLIO GIOVANI DOS SANTOS [BR],HIDROSINTESE FABRICA DE EQUIPAMENTOS AMBIENTAIS LTDA [BR],BR102019013022A2,2019-06-24,"F22B1/08 
F22B33/00",,2021-01-05,2021-01-05,74214922
383,disposição aplicada em sistema de acionamento interno de informativo veicular,ROBERTO SANTOS BARBOSA [BR],ROBERTO SANTOS BARBOSA DA SILVA [BR],BR202019014409U2,2019-07-11,B60R11/02,,2021-01-19,2021-01-19,74504334
384,mesa de plantio com sistema de irrigação automatizado para cultivo,EDERSON RODRIGUES [BR],PILAR PRODUTOS AGROECOLOGICOS LTDA [BR],BR202019014542U2,2019-07-15,A01G9/24,"A01G9/24 (BR) 
Y02A40/25 (EP)",2021-01-26,2021-01-26,74504672
385,dispersão sólida à base de lqit/gq-238 para tratamento esquistossomicida,"ANDRÉ DE LIMA AIRES [BR] 
LUCAS ALISON DO NASCIMENTO SANTOS [BR] 
MARIA DO CARMO ALVES DE LIMA [BR] 
MÔNICA CAMELO PESSÔA DE AZEVEDO ALBUQUERQUE [BR] 
PEDRO JOSÉ ROLIM NETO [BR] 
ROSALI MARIA FERREIRA DA SILVA [BR] 
SYMON JONATAN SANTIAGO PAULINO [BR] 
THÂMARA CAROLLYNE DE LUNA ROCHA [BR] 
VICTOR HUGO BARBOSA DOS SANTOS [BR]",UNIV PERNAMBUCO FEDERAL [BR],BR102019014475A2,2019-07-12,"A61K31/427 
A61K47/34 
A61K9/14 
A61P33/12 
C07D417/02",,2021-01-19,2021-01-19,74504374
386,dispositivo inteligente e forma de conexão universal em ares-condicionados para economia de energia,ARMANDO CÉSAR S MONDUCCI [BR],ARMANDO CESAR DE SOUZA MONDUCCI [BR],BR102019014701A2,2019-07-17,"G05B11/01 
G05D23/22 
G05F1/66","G05B11/01 (BR) 
G05D23/22 (BR) 
G05F1/66 (BR)",2021-01-26,2021-01-26,74504643
387,disposição introduzida em temperadeira de chocolate e congêneres,CLAODIR ZABOT [BR],CACAUTEC INDUSTRIA E COMERCIO DE MAQU LTDA ME [BR],BR202019014059U2,2019-07-08,A23G1/18,A23G1/18 (BR),2021-01-12,2021-01-12,74502116
388,"adjuvantes com função antideriva, processo de fabricação e aplicação em caldas de pulverização",RENAN OLIVEIRA YOSHIDA [BR],AGROTECHNICA IND E COMERCIO DE FERTILIZANTES LTDA EPP [BR],BR102019014202A2,2019-07-09,"A01N25/02 
A01N25/30","A01N25/02 (BR) 
A01N25/30 (BR)",2021-01-19,2021-01-19,74504398
389,processo de obtenção de filamentos de compósitos poliméricos baseados em poli-hidróxibutirato/celulose para uso em manufatura aditiva e produtos obtidos,"ANDRÉ CAPALDO AMARAL [BR] 
HERNANE DA SILVA BARUD [BR] 
IGOR TADEU SILVA BATISTA [BR] 
KELVIN SOUSA DOS SANTOS [BR] 
SIDNEY JOSÉ LIMA RIBEIRO [BR]",ASSOCIACAO SAO BENTO DE ENSINO [BR],BR102019013688A2,2019-07-01,"B29C64/00 
B33Y70/00 
D01F8/02","B29C64/00 (BR) 
B33Y70/00 (BR) 
D01F8/02 (BR)",2021-01-12,2021-01-12,74502086
390,"suporte de apoio, de altura regulável, empilhável para transporte, embalagem e estocagem; para uso na protensão de lajes na construção civil",OTAMAR AZEREDO ROGÉRIO FILHO [BR],POS TENSAO ENGENHARIA LTDA [BR],BR202019013806U2,2019-07-03,"E04C5/16 
E04G21/12",,2021-01-12,2021-01-12,74502137
391,sistema construtivo de divisórias,JAIR BIAGIO CANEVESE [BR],MARCENARIA SULAR LTDA [BR],BR102019014477A2,2019-07-12,"E04B2/76 
E04B2/78","E04B2/767 (BR) 
E04B2/7809 (BR)",2021-01-19,2021-01-19,74504388
392,pulseira eletrônica para deficientes visuais,LUAN HENRIQUE DE OLIVEIRA [BR],LUAN HENRIQUE DE OLIVEIRA [BR],BR102019014425A2,2019-07-11,"A44C5/00 
G08C17/00",,2021-01-19,2021-01-19,74504413
393,guia de lima para desbaste longitudinal e transversal de lâminas,VITAL FERREIRA DE PAULA [BR],VITAL FERREIRA DE PAULA [BR],BR202019014220U2,2019-07-09,B24D15/06,,2021-01-12,2021-01-12,74502161
394,churrasqueira elétrica vertical desmontável com controle individual de velocidade dos espetos giratórios e panela acoplada ao topo,"JOSÉ RAFAEL PRACHEDES [BR] 
PEDRO JOSÉ PRACHEDES [BR] 
RODRIGO SCHERER ZIRR [BR]",PRACHEDES E ZIRR LTDA [BR],BR102019014033A2,2019-07-05,A47J37/07,"A47J37/0718 (BR) 
A47J37/0722 (BR) 
A47J37/0745 (BR)",2021-01-19,2021-01-19,74504351
395,aparato móvel de suporte para parafusadeiras pneumáticas,JOSÉ DE FÁTIMA SILVA [BR],JOSE DE FATIMA SILVA [BR],BR102019013969A2,2019-07-05,B25H1/16,,2021-01-19,2021-01-19,74504343
396,bebedouro para animais doméstico,REGIANE MARIA ALVES [BR],PETLIZ COMERCIO DE PRODUTOS LTDA ME [BR],BR202019013950U2,2019-07-04,A01K7/00,A01K7/00 (BR),2021-01-12,2021-01-12,74502119
397,disposição construtiva aplicada em tanque de lavar roupa fabricado por processo de lpsmc,ANTÔNIO CARLOS TORRES [BR],ANTONIO CARLOS TORRES [BR],BR202012029089Y1,2012-11-14,B29C70/06,B29C70/06 (BR),2021-01-12,2021-01-12,74502179
398,"sistema e método de organização, pendura e condução automáticas de animais abatidos",VALDAIR PAVAN [BR],"VALDAIR PAVAN [BR] 
VP SOLUCOES LTDA ME [BR]",BR102019014661A2,2019-07-16,A22C21/00,"A22B7/002 (US) 
A22B7/003 (EP,US) 
A22B7/004 (US) 
A22B7/005 (US) 
A22C21/0046 (EP,BR) 
A22C21/0053 (EP,BR,US) 
B65G37/00 (US) 
B65G21/18 (EP) 
B65G47/1457 (EP) 
B65G47/1492 (EP)",2021-01-05,2021-01-05,74340944
399,módulo para operação de reservatórios,COSME VITORIO RICARDO [BR],COSME VITORIO RICARDO [BR],BR102019013103A2,2019-06-24,G01F23/00,G01F23/0076 (BR),2021-01-05,2021-01-05,74214931
400,processo de imobilização de uma peroxidase obtida das raízes de moringa oleifera em esferas de quitosana modificadas com glutaraldeído,"DANIELE DE OLIVEIRA BEZERRA DE SOUSA [BR] 
HELEN PAULA SILVA DA COSTA [BR] 
ILKA MARIA VASCONCELOS [BR] 
JOSÉ TADEU ABREU DE OLIVEIRA [BR] 
JOÃO XAVIER DA SILVA NETO [BR] 
LARISSA ALVES LOPES [BR]",UNIV FEDERAL CEARA [BR],BR102019013250A2,2019-06-26,"C08B37/00 
C12N11/10 
C12N9/08",,2021-01-05,2021-01-05,74235944
401,hidrante a vácuo,MARLON ARGEMIRO CORRÊA [BR],MARLON ARGEMIRO CORREA [BR],BR102019013451A2,2019-06-27,"E03B11/00 
F04F10/00",,2021-01-05,2021-01-05,74502003
402,"sistema sincronizado de controle e monitoramento da linha de produção, software e método para operar um dispositivo de controle e monitoramento da linha de produção",OSMAR ROQUE CORÁ [BR],MAQU TECNOMAQ LTDA [BR],BR102019013569A2,2019-06-28,"G05B19/418 
H01L21/67","G05B19/4184 (BR) 
H01L21/67276 (BR)",2021-01-05,2021-01-05,74501982
403,disposição construtiva aplicada em forma calha base em concreto para preenchimento em concreto,CARLOS LUIZ DA SILVA [BR],CARLOS LUIZ DA SILVA [BR],BR202019013363U2,2019-06-27,"E04B1/16 
E04B2/86 
E04C3/20","E04B2/86 (BR) 
E04B1/167 (BR) 
E04B2/8629 (BR) 
E04C3/20 (BR)",2021-01-05,2021-01-05,74502048
404,suplemento nutricional,PAUL HUBER [BR],"CELLAVIT REPRESENTACAO DE PRODUTOS NATURAIS LTDA [BR] 
PAUL HUBER [BR]",BR102019013196A2,2019-06-25,"A61K31/405 
A61K31/4415 
A61K31/455 
A61K31/51 
A61K31/513 
A61K9/48 
A61P43/00",,2021-01-05,2021-01-05,74214946
405,obtenção de nanocelulose de paina (chorisia speciosa) para uso como reforço em materiais diversos,"ALAN SULATO DE ANDRADE [BR] 
GRACIELA INES BOLZON DE MUNIZ [BR] 
MARCIA REGINA LEAL [BR] 
MARÍA GUADALUPE LOMELÍ RAMÍREZ [MX] 
ROSA MARÍA JIMÉNEZ AMEZCUA [MX] 
TALITA SZLAPAK FRANCO [BR] 
THAIS HELENA SYDENSTRICKER FLORES-SAHAGUN [BR]","UNIV FEDERAL PARANA [BR] 
UNIV GUADALAJARA [MX]",BR102019014241A2,2019-07-10,"B32B23/02 
B82B1/00","B32B23/02 (BR) 
B32B2264/065 (BR) 
B32B2317/18 (BR) 
B82B1/00 (BR) 
C08J2301/02 (BR)",2021-01-12,2021-01-12,74502092
406,aperfeiçoamentos introduzidos em dispositivo para melhoria da queima de combustível e diminuição da emissão dos gases emitidos por motores de combustão interna,MARCO CESAR PEREIRA DA SILVA [BR],MARCOS CESAR PEREIRA DA SILVA INFORMATICA ME [BR],BR102019014725A2,2019-07-17,"C25B1/04 
F02B43/10","Y02E60/36 (EP) 
Y02T10/30 (EP)",2021-01-26,2021-01-26,74504647
407,caixa espelhada degermadora,"PAULO CESAR DE CAMPOS MURTINHO [BR] 
RAFAEL DE ABREU CARDOSO [BR] 
RENATA DE MACEDO FERRAZ MELO GOMES [BR]","PAULO CESAR DE CAMPOS MURTINHO [BR] 
RAFAEL DE ABREU CARDOSO [BR] 
RENATA DE MACEDO FERRAZ MELO GOMES [BR]",BR102019012952A2,2019-06-21,A61L2/10,A61L2/10 (BR),2021-01-05,2021-01-05,74214918
408,disposição introduzida em suporte de parede para unidade externa condensadora de aparelhos de ar-condicionado,"ARMANDO CIERO NETO [BR] 
TITO PEREIRA DOS ANJOS [BR]","ARMANDO CIERO NETO [BR] 
TITO PEREIRA DOS ANJOS [BR]",BR202019013356U2,2019-06-27,"A47G29/087 
F16M13/00",,2021-01-05,2021-01-05,74502026
409,aperfeiçoamento introduzido em varal para secagem de roupas,ANDRÉ DA SILVA MENDES [BR],ANDRE DA SILVA MENDES [BR],BR202019013342U2,2019-06-27,"D06F57/08 
D06F57/12","D06F57/08 (BR) 
D06F57/12 (BR)",2021-01-05,2021-01-05,74502045
410,aperfeiçoamento introduzido em marco topográfico anti arranque,LUDWIG JANZEN [BR],LUDWIG JANZEN [BR],BR202019013026U2,2019-06-24,"F16L1/11 
G01C15/04","G01C15/04 (BR) 
F16L1/11 (BR)",2021-01-05,2021-01-05,74502038
411,tampa de caçamba para caminhões fora de estrada,SAULO LUCIANO AMARO SARACCO [BR],SAULO LUCIANO AMARO SARACCO [BR],BR202019019042U2,2019-09-13,B60P1/28,B60P1/28 (BR),2021-01-05,2021-01-05,74502029
412,método de posicionamento dinâmico de uma unidade marítima de perfuração de leito marinho em águas rasas,AUGUSTO ANTONIO BRITO [BR],OCYAN S A [BR],BR102019012896A2,2019-06-21,B63B35/44,B63B35/4413 (BR),2021-01-05,2021-01-05,74214924
413,sistema construtivo de casa industrializada,DIONÍSIO AURÉLIO CARIBÉ DE AZEVEDO [BR],"DIONISIO AURELIO CARIBE DE AZEVEDO [BR] 
PHI PROJETOS HABITACIONAIS INTELIGENTES LTDA [BR]",BR102019014272A2,2019-07-10,"E04B1/343 
E04B1/35 
E04C2/52 
E04H1/00","E04B1/34315 (BR) 
E04B1/35 (BR) 
E04C2/52 (BR) 
E04H1/005 (BR)",2021-01-19,2021-01-19,74504358
414,calça terapêutica multifuncional para viajantes,LARA PALMEIRA PINHEIRO [BR],LARA PALMEIRA PINHEIRO [BR],BR202019013700U2,2019-07-02,A41D1/06,A41D1/06 (BR),2021-01-12,2021-01-12,74502136
415,disposição construtiva introduzida em acessório para montagem de sifões,JOSÉ MASTELLARO [BR],ASTRA S/A IND E COMERCIO [BR],BR202019013729U2,2019-07-02,E03C1/28,E03C1/28 (BR),2021-01-12,2021-01-12,74502143
416,massa de pizza maturada com suco de tomate,LEANDRO MANOEL CARDOSO [BR],PIZZARIA DAS RENDEIRAS [BR],BR102019013952A2,2019-07-05,A21D8/02,A21D8/02 (BR),2021-01-19,2021-01-19,74504341
417,dispositivo para a visualização rápida da curva característica de ventiladores,"EDEVALDO BRANDÍLIO REINALDO [BR] 
VICENTE DE PAULO NICOLAU [BR]",UNIV FEDERAL SANTA CATARINA [BR],BR102019014458A2,2019-07-12,"F24F11/00 
F24F11/30 
F24F11/89 
F24F7/00 
G01D21/02 
G01P5/16","F24F11/0001 (BR) 
F24F11/30 (BR) 
F24F11/89 (BR) 
F24F7/00 (BR) 
G01D21/02 (BR) 
G01P5/16 (BR)",2021-01-19,2021-01-19,74504364
418,pulseira preventiva de acidente por submersão,"ANA MÁRCIA MOREIRA DONNABELLA [BR] 
IAN LORON DE ALMEIDA [BR]",ANA MARCIA MOREIRA DONNABELLA [BR],BR202019014334U2,2019-07-10,A44C5/00,"A44C5/00 (EP) 
B63C9/08 (EP) 
G08B21/08 (EP)",2021-01-19,2021-01-14,74114421
419,"composição de filtro solar, uso de uma composição e processo para a fabricação da composição","ANGELES CLARA FONOLLA-MORENO [BR] 
BRUNA RODRIGUES SALOMAO [BR]",OREAL [FR],BR112020019788A2,2018-04-30,"A61K8/81 
A61K8/85 
A61Q17/04","A61K8/8152 (EP) 
A61K8/85 (EP) 
A61Q17/04 (EP)",2021-01-05,2019-11-07,62142936
420,dispositivo médico para pesquisa clínica da teoria memória da água em um cenário de integração sensorial e restrição de exposição eletromagnética,JOÃO FRANCISCO POLLO GASPARY [BR],JOAO FRANCISCO POLLO GASPARY [BR],BR102019014045A2,2019-07-05,"A61N1/00 
A61N2/00 
C12Q1/48",,2021-01-19,2021-01-19,74504352
421,hidrômetro digital com capacidade de retenção de ar no sistema do cliente,RONIVON RODRIGUES DA SILVA [BR],RONIVON RODRIGUES DA SILVA [BR],BR102019014489A2,2019-07-12,"G01N9/04 
G01N9/36",,2021-01-26,2021-01-26,74504654
422,disposição construtiva aplicada em bastão extensor com garras para troca de lâmpadas,GUSTAVO NEGRIN CASSIOLATO [BR],AGMOV SUPRIMENTOS IND LTDA ME [BR],BR202019013780U2,2019-07-03,H01K3/32,H01K3/32 (BR),2021-01-12,2021-01-12,74502147
423,solução desinfetante contendo óleo essencial de orégano e nanopartículas de prata biogênicas e seu processo de produção,"AUDREY ALESANDRA STINGHEN GARCIA LONNI [BR] 
CLÁUDIA YUURI AKAGI [BR] 
GERSON NAKAZATO [BR] 
GIOVANA NICOLETE PEREIRA [BR] 
HELOÍSA MOREIRA MARTINS [BR] 
MARCELLY CHUE GONÇALVES [BR] 
RENATA KATSUKO TAKAYAMA KOBAYASHI [BR]",UNIV ESTADUAL LONDRINA [BR],BR102019014242A2,2019-07-10,"A01N25/34 
A01N59/16 
A01N65/22 
A01P1/00","A01N25/34 (BR) 
A01N59/16 (BR) 
A01N65/22 (BR)",2021-01-19,2021-01-19,74504414
